,Title,Description,Published_date,views,likes,comments,ids
10,How Buffett acquired businesses? #varsity #zerodha #shorts #warrenbuffett #investments,,2024-06-17,7467,230,1,gBVhN-WYmP8
11,How do we know we are at the top of a market cycle? #varsity #zerodha #shorts #stockmarket,,2024-06-15,11362,377,0,_9fJ9sVR1wA
12,Why should we look at crude oil prices while analyzing stock market? #varsity #zerodha #shorts,,2024-06-14,9322,725,7,hjp8L-kO4EA
13,Why does the sequence of returns risk matter when there are periodic withdrawals I Ft Ravi Saraogi,"In this video, Ravi Saraogi, an investment advisor,  explains an important concept - ‘Sequence of Returns Risk.’
If you are simply investing a lump sum of money and leaving it untouched, the order of the returns you earn year after year does not matter. You will end up with the same final amount regardless of the sequence of those returns.
However, the sequence in which you earn returns can have a significant impact on the final value of an investment when periodic withdrawals or contributions are involved.
By the end of this video, you'll have a clear understanding of this concept and why it is essential to consider this in retirement planning.

Time Stamps
00:00 – 00:30 – Intro
00:31 – 3:34 - Sequence of returns risk
3:35 – 4:12 – risk of looking at averages
4:13 – 8:49 - Does high volatility mean higher return?
8:50 – 10:35 - Impact on retirement portfolios
10:35 – 10:42 – outro

Links to Refer
Learn more about safe Withdrawal Rate: https://youtu.be/h_x-7-qe6RQ?si=6qaTwo9XH1oQfpRQ

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #bear  #emotions  #trader  #investor 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-06-12,12180,382,47,nEbSOyKzpMc
14,Why higher dividend does not mean a better stock? #varsity #zerodha #shorts #dividend,,2024-06-10,4686,177,1,h-t6S-wAnqk
15,Ep 3 - OUT | Crash Course on Warren Buffest's letters to shareholders (1987-1991) #varsity #zerodha,,2024-06-08,3547,120,0,uQjgg8UI6Vw
16,Checkout these 5 points before investing in an IPO #varsity #zerodha #shorts #ipo,,2024-06-07,5112,304,7,uOViIPjEH5I
17,Ep. 3 | Warren and Charlie's 25 Years at Berkshire | Warren's dismissal of Efficient Market Theory,"“Lose money for the firm, and I will be understanding. Lose a shred of reputation for the firm, and I will be ruthless.”
These were Warren’s words to the employees of Salomon Brothers Inc., a troubled investment bank of which he had been chairman for 10 months in the early 1990s. 

In Episode 3, we cover Berkshire Hathaway’s years from 1987 to 1991 and discuss how Warren Buffett never minced his words when arguing over audit practices, accounting standards, investment banks, or CEOs. This is the period when Buffett first picked up a stake in Coca-Cola and Gillette. The highlight of the episode is that Buffett and Munger completed 25 years of running Berkshire Hathaway in 1990, and Buffett enlisted the mistakes he committed in those 25 years.

00:00 Introduction
00:46 The economic scene of 1987-1991 and agenda
01:59 A new insurance business
04:37 Combined ratio and float
07:51 Multiple shoe businesses
08:40 Gillette and Coca-Cola (Special SEC waiver)
10:57 Buffett criticizes accounting auditors
14:15 Buffett’s take on junk bonds
17:06 Stress in the Banking sector
18:42 The Salomon Brothers scandal
20:29 Warren hates EBITDA
22:52 Buffett criticizes stock options
25:06 Warren can neither confirm nor deny rumors
29:06 Buffett and Munger’s 25 years at Berkshire
32:33 Arbitrage and other strategies
34:30 Forever investments
35:02 Succession plan
35:56 Summary

Previous episodes:
Episode 1: Ep. 1 - Investment Philosophies of Buffett and Munger | Learn how to pick a stock
https://www.youtube.com/watch?v=pZ_Ka4s5fRk

Episode 2: Ep. 2 | How Warren and Charlie acquired businesses? Lessons on Textiles, Media, and Insurance
https://www.youtube.com/watch?v=Cw_aaeq4eGA

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZM...

Social Media
Twitter -   https://x.com/ZerodhaVarsity
Instagram -   https://www.instagram.com/zerodhavarsity/?hl=en

#warrenbuffett   #charliemunger   #berkshirehathaway   #berkshire   #berkshireagm2024 #stockmarkets  #cocacola  #gillette  #ebitda  #buffett  #shareholder  #varsity  #zerodha  #investments  #scams #banking",2024-06-05,16028,448,31,mG73R2kjTmE
18,"Warren Buffet talks about Mr. Market, but who is Mr. Market?#varsity #zerodha #shorts #warrenbuffett",,2024-06-03,8543,248,3,kfDFVeUZbHs
19,Do you know Central Bank of various countries devalue their own currency? #varsity #zerodha #shorts,,2024-05-31,8287,382,1,5Hg3sGPGtt4
20,Investment Approach of ICICI Pru Mutual Fund ft. Sankaran Naren | Know your fund Manager Ep 3,"ICICI Pru Mutual Fund is one of the top fund houses in India that manages more than ₹7 lakh crore. In this episode, Sankaran Naren, the Chief Investment Officer at ICICI Pru MF, shares the fund house’s approach to investing such large amounts of public money. Naren is known for his contrarian style of investing, which revolves around the belief that markets move in cycles and that these cycles always tend to mean revert.
What is it and how does it matter to you?
Imagine you are on a flight, and suddenly the plane hits turbulence. If you're not familiar with flying and don’t understand why turbulence occurs, you might panic, thinking the plane is in serious trouble. But if you know that turbulence is a common occurrence and that airplanes are designed to withstand it, you’re more likely to stay calm. Similarly, when you invest in a fund following a certain style, if you don’t know when that style works and when it doesn’t, your decisions will be impacted by panic and fear.
So, here you go: if you are an investor in any of the ICICI funds, you have to watch this entire episode.

Time Stamps
00:00 - 1:15 - Coming Up
1:16 - 2:40 - Intro
2:41 - 6:38 - Mark Sellers’ speech
6:39 - 23:14 - Contrarian style
23:15 - 27:20 - Value investing
27:21 - 30:33 - Structural investing
30:34 - 38:17 - Temperament
38:18 - 40:25 - Full-time investor
40:26 - 56:24 - Funds (Value discovery, special opportunities)
56:25 - 1:08:44 - Naren as CIO
1:08:45 - 1:12:16 - Gurus of Naren
1:12:17 - 1:15:16 - Rapid Fire
1:15:17 - 1:15:29 - Outro


Links to Refer
Learn more about Mutual Funds here: https://zerodha.com/varsity/chapter/introduction-to-mutual-funds/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #mutualfunds #icici #fundmananger 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-05-30,31690,781,81,34V3jDDFL00
21,Introducing Varsity Live - a new way to learn Stock Markets (in Hindi & English),"Varsity Live is India’s first ‘learn by doing’ experience for financial education. Imagine being able to build your own personal finance plan while attending a class, live. You will draw trend lines and support resistance during the class to learn technical analysis. To learn fundamental analysis, you’ll analyse a balance sheet together. This ‘Practice Technology’ lets you learn by solving actual case studies live with instant feedback.

Your return on time spent in a live class is much higher than just watching or listening. This is a new form of learning we are trying to pioneer for stock market education. All programs are mentor-led and feature live animation and state-of-the-art production to keep you engaged. You’ll also be part of a live leaderboard to keep things competitive. 🙂

Check out the link for more info - https://zerodha.com/z-connect/varsity/introducing-varsity-live

Register here for the next Varsity Live session - https://varsitylive.zerodha.com/home",2024-05-27,13825,317,13,-m8Z8GOLtt4
22,How Warren Buffett explains inflation? #varsity #zerodha #shorts #warrenbuffett #inflation,,2024-05-27,10343,349,5,dAO0DJFIKac
23,"Warren Buffett regrets buying Berkshire Hathaway, but Why? #varsity #zerodha #shorts #warrenbuffett",,2024-05-25,8565,285,0,jomlmnsznBg
24,Ep 2 - OUT | Crash Course on Warren Buffest's letters to shareholders (1982-1986) #varsity #shorts,,2024-05-24,3081,86,1,w9K5RZ4d4Os
25,"Starting your investment journey, here is a quick guide for you!#varsity #zerodha #shorts #investing",,2024-05-23,5334,327,2,V_FA8gnb_HY
26,"Ep. 2 | How Warren and Charlie acquired businesses? Lessons on Textiles, Media, and Insurance","Berkshire Hathaway was growing in size and influence as Buffett and Munger began their acquisition spree. In Episode 2, covering 1982 to 1986, we discuss the interesting businesses that Berkshire was buying and the even more interesting stories of those purchases. The formidable Mrs. B’s Nebraska Furniture Mart deserves a mention.

While Berkshire continued its acquisitions, Warren alerted his readers about the motives behind rampant mergers and acquisitions happening around. He displayed unpopular but thought-provoking views on efficient market theory while advising retail investors to invest in index funds. We discuss how he speaks his mind when detailing the challenges faced by his businesses and how he was confident of Berkshire’s ability to withstand those challenges.


00:00 Introduction
00:46 The economic scene of 1982-1986 and agenda
01:34 Buffett dismissed Efficient Market Theory
02:45 What is arbitrage?
05:21 Warren recommends index funds
07:52 Reported and unreported earnings
13:18 Nebraska Furniture Mart
16:25 How Buffett found acquisition targets?
17:42 Ads in letters to shareholders
19:02 Contrasting views of Buffett and Damodaran on acquisitions
22:58 Buffett’s views on Goodwill accounting
25:35 Challenges in media businesses
28:01 Insurance sector challenges and Berkshire’s strength
29:41 Social and judicial inflation
32:16 Buffett shut down the textile business
33:47 Buffett’s only job at Berkshire
36:53 Summary

Ep 1 Investment Philosophies |  Warren Buffett's Letters (1977 - 1981):
https://www.youtube.com/watch?v=pZ_Ka4s5fRk

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZM...

Social Media
Twitter -   / zerodhavarsity  
Instagram -   / zerodhavarsity  

#warrenbuffett   #charliemunger   #berkshirehathaway   #berkshires   #berkshireagm2024 #stockmarkets   #mergersandacquisitions  #m&a  #buffett   #shareholder   #valuation  #varsity  #zerodha  #investments  #stockmarket  #aswathdamodaran",2024-05-22,32095,905,82,Cw_aaeq4eGA
27,How equity can help maintain purchasing power?#varsity #zerodha #shorts #equity #debt #warrenbuffett,,2024-05-20,6860,241,1,fukIrO0UaUY
28,Buffett's four filters for investments #varsity #zerodha #shorts #investments #warrenbuffett,,2024-05-18,6915,375,1,2QQPtDq2MEM
29,Do elections impact stock market? 2009 elections had a few exceptions#varsity #zerodha #shorts #2024,,2024-05-17,4979,205,4,Wdtua4Ti2sQ
30,At what rate should we withdraw our retirement corpus? #varsity #zerodha #shorts #retirement,,2024-05-16,4161,136,0,3IzFxKacauM
31,Do general elections have any impact on the Stock Market? What should be your strategy?,"With India's elections in full swing, we decided to figure out how the stock markets have historically behaved in the backdrop of the Indian Elections. Divided into three parts, it delves into the market's behavior before, during, and after the election results are announced. Discover if majority wins influence stock prices and gain insights backed by statistical data. From pre-result jitters to post-result stability, this video offers valuable insights and actionable takeaways for retail investors.

Time Stamps
00:00 Introduction
01:10 What happens to the stock market before the results are announced?
01:30 What happens to the stock market on the day results are announced?
02:30 What happens to the stock market after the results are announced?
03:06 Is the stock market impacted by the majority wins?
04:00 Key Take-aways


Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #elections2024  #2024  #impact  #majority  #win  #results  

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-05-15,17930,643,38,fbY6JFBqqr0
32,Why share price falls despite good results? Like Tata motors fell by 9% #shorts #varsity #zerodha,,2024-05-13,7330,408,12,yGIix8rfRLg
33,Why USD printing does not lead to hyperinflation in the US? #varsity #zerodha #usd #shorts #currency,,2024-05-13,6083,194,2,5GGyAZRC1wI
34,How AC invention led to closure of Berkshire's textiles? #varsity #zerodha #shorts #warrenbuffett,,2024-05-10,5084,166,0,_FneoC3A7QQ
35,Can stock split by companies affect your taxes? Taxation Simplified Ep 12 #varsity #zerodha #shorts,,2024-05-09,5589,203,2,DYP6nvvt7g0
36,"Got some bonus shares, let's understand how they are taxed? Taxation Simplified Ep11#varsity #shorts",,2024-05-08,3196,150,2,WYj_lTktBBs
37,Ep. 1 - Investment Philosophies of Buffett and Munger | Learn how to pick a stock,"A gold mine, a treasure trove, the holy bible for investment professionals - Warren Buffett’s letters to his shareholders are rich with lessons for business, investments, and life in general. They are a reader’s delight. But if you prefer to watch instead of read, you can watch us discuss Buffett’s letters five at a time. 
This episode, covering Buffett’s letters from 1977 to 1981, is the first in a series of episodes where we discuss his stocks, acquisitions, and investment principles. Find out the sectors and asset classes Buffett was initially invested in and the rationale behind those. Tune in to also know his sharp views on economics, accounting, and management.

00:00 Introduction
02:04 Buffett’s early life
04:41 How did Buffett and Munger meet?
07:12 The economic scene in the US of 1977-1981
08:57 Why Buffett preferred equity despite high interest rates?
10:04 How Buffett explained purchasing power?
11:05 Where was Buffett invested?
13:37 Problems with Buffett’s investments
14:07 Buffett had acquired Berkshire Hathaway, not founded
15:56 Problems with insurance business
17:35 See’s Candies - understanding retail
19:15 Four investing filters
20:02 Ben Graham’s Mr. Market
21:00 Understanding earnings prospects
24:12 Transparency through shareholder letters
25:34 Summary and key takeaways

Ep - 2 Merger & Acquisition | Warren Buffett's Letters (1982 - 1986):
https://www.youtube.com/watch?v=Cw_aaeq4eGA

Link to Buffett’s letters to Berkshire Hathaway shareholders:
https://www.berkshirehathaway.com/letters/letters.html

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZM...

Social Media
Twitter -   / zerodhavarsity  
Instagram - https://www.instagram.com/zerodhavarsity/

#warrenbuffett  #charliemunger  #berkshirehathaway  #berkshires  #berkshireagm2024 #stockmarkets  #assetclasses  #buffett  #shareholder  #letter #varsity #zerodha #investments #stockmarket",2024-05-06,92940,3204,137,pZ_Ka4s5fRk
38,How to do asset allocation at the age of 60? #varsity #zerodha #shorts #retirement,,2024-05-04,7369,163,1,asiiw0GpS8Y
39,How to invest lump-sum amount in equity? What is STP? #varsity #zerodha #equity #stp #sip,,2024-05-03,6626,251,2,2opzhAJ5ui8
40,Are buybacks really tax-free? Taxation Simplified Ep 10 #varsity #zerodha #tax #buyback,,2024-05-02,4850,256,5,r0olUj_vNd0
41,What is the difference between SIP vs STP? Who should do SIP and STP? | Beginner Level (in Hindi),"Welcome to our video on SIP (Systematic Investment Plan) and STP (Systematic Transfer Plan) where we delve into the fundamentals of both investment strategies, outlining how SIP enables regular investments while STP allows for systematic transfers between funds. We'll guide you through the process of setting up an STP and highlight the key distinctions between SIP and STP, catering to different investor preferences and goals. Furthermore, we'll discuss the tax implications associated with both strategies, providing a comprehensive overview for informed decision-making.

Time Stamps
00:00 Introduction
00:40 What is a Systematic Investment Plan (SIP)?
00:50 What is a Systematic Transfer Plan (STP)?
01:52 What is the difference between SIP vs STP?
03:00 Who should SIP vs Who should do STP?
04:50 Taxability of SIP and STP
05:45 Conclusion


Links to Refer
Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #sip  #stp  #investments  #strategy  #goals  #financialgoals  #mutualfunds 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-05-01,11405,415,21,8p29zoWx0YY
42,Let's understand how are dividends taxed? Taxation Simplified Ep 9 #varsity #zerodha #tax,,2024-04-29,5640,257,6,Rw29qmLaLlg
43,How to calculate Retirement Corpus? ft. Ravi Saraogi #varsity #zerodha #retirement #money,,2024-04-26,6317,184,3,59qS11K8uKk
44,Made a quick IPO listing gain? Know your taxes first Taxation Simplified Ep 8 #varsity #zerodha #tax,,2024-04-25,3574,138,7,cB5F-g-2fMo
45,Retirement corpus: How much Indians must save & withdraw ? Detailed Research ft. Ravi Saraogi,"You would have often heard you need 25X of annual expenses as a retirement corpus. Ravi Saraogi, a Chartered Financial Analyst and co-founder at Samasthiti Advisors, debunked that notion in a conversation with Satya Sontanam from Zerodha Varsity. 
Ravi shares the findings of a recent study that he has been a part of on how much Indians must save and withdraw to have a decent retirement life. Watch the full video to get answers about the financial aspects of retirement, from building the corpus to withdrawal. 

Link to the calculator - https://samasthiti.in/samasthitis-retirement-calculator/

Time Stamps
00:00 – 1:26 – Coming Up
1:27 – 2:48 – Intro
2:49 – 4:20 – Calculating retirement corpus
4:21 – 8:22 - Safe withdrawal rate in US Vs India
8:23 – 10:10 – Why do Indians need to save more?
10:11 – 12:44 – Retirement planning in India
12:45 – 14:53 – Research on how much to save
14:54 – 17:04 – Asset allocation at age 60
17:05 – 19: 18 – Withdrawing from retirement kitty
19:19 – 25:36 - Risk of higher equity allocation
25:37 – 26:19 – Tax consideration
26:20 – 27:35 – Calculator
27:36 – 27:50 – Outro

Links to Refer
Learn more about behavioral biases here: 
https://zerodha.com/varsity/chapter/the-retirement-problem-part-1/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #retirement  #planning  #personal  #100  #corpus  #sip 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-04-24,71699,1177,132,h_x-7-qe6RQ
46,"Why did option premiums crack, despite the rise in markets? #varsity #zerodha #nifty #options",,2024-04-23,4861,209,4,FXQovDt2Jug
47,How are gains from foreign equity shares taxed? Taxation Simplified Ep 7 #varsity #zerodha #tax,,2024-04-22,8228,379,8,NWjU_5KVhek
48,Understanding market sentiment & direction with Price Volume Analysis #varsity #zerodha #shorts,,2024-04-19,7880,541,9,1ppVgM_AgtQ
49,Let's understand how are hybrid funds taxed? Taxation Simplified Ep 6 #varsity #zerodha #tax,,2024-04-18,2582,118,0,_d6K4a6Hy5s
50,"What is the meaning of Long and Short Buildup, Long Unwinding and Short Covering? (in Hindi)","In this video, we break down long buildup, short buildup, long unwinding, and short covering, using simple examples to illustrate their impact on market sentiment. Furthermore, we emphasize the significance of analyzing volumes and open interest alongside price movements to discern market dynamics. By understanding these concepts, viewers gain a deeper understanding of market sentiment and its underlying strength, empowering them to craft more informed and effective trading strategies.

Time Stamps
00:00 Introduction
01:03 Price - Volume Analysis
02:00 Price - Open Interest Analysis
02:10 What is Long buildup?
02:20 What is Short Covering?
02:36 What is the difference between Long Build up and Short Covering
03:00 What is Short Buildup?
03:11 What is Long Unwinding?
03:32 What is the difference between Short Buildup and Long Unwinding?
03:52 Example
05:22 Conclusion


Links to Refer
What is Open Interest? Difference between Open Interest & Volumes | Intermediate Level (in Hindi): 
https://www.youtube.com/watch?v=dsm3zILZt4U

Learn more about investing and finance here: 
https://zerodha.com/varsity/modules/

Other Important Links
You can put your stock market knowledge to the test by taking the Varsity Certification test here: https://zerodha.com/varsity/certified/
Open Zerodha Account - https://zerodha.com/open-account?c=ZMPVAR

Social Media
Twitter - https://twitter.com/ZerodhaVarsity
Instagram - https://www.instagram.com/zerodhavarsity/?hl=en

#analysis  #investing  #finance  #stockmarket  #financialeducation  #varsity  #zerodha  #openinterest  #options  #trading  #volume  #bullish  #bearish 

Featured Playlist
Beginners Guide to Personal Finance
https://www.youtube.com/playlist?list=PLX2SHiKfualGsjgd7fKFC-JXRF6vO73hk",2024-04-17,8966,457,22,1dwGV3AGeSU
51,"Inflation can help reduce taxes, let's understand how? Taxation Simplified Ep 5 #varsity #zerodha",,2024-04-15,6131,295,5,GbPqhCmMeNA
52,Open Interest and Volumes are not the same in stock market. Did you know? #varsity #zerodha #options,,2024-04-14,3762,227,1,s33ay1CzPEg
53,Let's understand how debt funds are taxed? | Taxation Simplified Ep 4 #varsity #zerodha #tax #debt,,2024-04-11,5066,191,0,kHxapYCMPiM
